Number,stockId,SerialNumber,ProductName,Quantity,Costprice,Price,Department,Category
67692,73375,6.93E+12,QIYI TEA POT,1,9000,11000,Sales ,Uncategorised
67694,73377,2003,SHUIYINZI BOTTLE,5,8375,12000,sales,Uncategorised
67697,73395,8.00E+12,SANTA LUCIA PENNE RIGATE 500G,0,3100,4000,sales,Uncategorised
67698,73396,6.16E+12,CLASSIC UHT MILK CARTON,4,21000,23000,sales,Uncategorised
67700,73403,5.06E+12,LIFEGUARD,2,1000,1500,Sales ,Uncategorised
67703,73414,6.18E+11,STAY EASY SANITARY PADS,6,1600,2500,Sales ,Uncategorised
67704,73415,8.90E+12,AMLA HAIR OIL,7,5250,6500,sales,Uncategorised
67705,73417,8.90E+12,NATURALLY FAIR SACKETS,22,333,700,sales,Uncategorised
67706,73418,8.70E+12,FRESH ROOM AIR FRESHENER,0,5500,7500,sales,Uncategorised
67707,73419,6.16E+12,SAVANAH JUICE 5L,2,27500,32000,Sales ,Uncategorised
67708,73420,6.01E+12,AZAM MARIE BUSCUITS,8,3075,4000,Sales ,Uncategorised
67710,73442,6.16E+12,JESA MILK 500ML,34,1450,1700,sales,Uncategorised
67712,73446,6.08E+11,CLASSIC LEADER EXERCISE BOOK 200PG,9,3333,4000,Sales ,Uncategorised
67713,73447,6.95E+12,FLAMINGO HIGHLIGHTERS,17,1000,1500,sales,Uncategorised
67714,73448,8.90E+12,NATARAJ NON DUST ERASERS,25,500,800,Sales ,Uncategorised
67715,73457,6321420,COUNTER BOOK 2Q,22,2800,3500,sales,Uncategorised
67716,73463,69852146300,WANGOLOL A5,0,2500,3000,Sales ,Uncategorised
67717,73469,8.01E+12,ORAL -B TOOTH PASTE 130G,1,4500,6000,sales,Uncategorised
67718,73471,62304789,FUSION SMALL BOTTLE,2,3000,3500,sales,Uncategorised
67719,73472,6.17E+12,SMILE WAVE BALL POINT PEN,9,300,500,Sales ,Uncategorised
67720,73473,6.16E+12,QUENCHER TANGERINE DRINK 2L,2,13000,15000,Sales ,Uncategorised
67721,73474,6.16E+12,QUENCHER DRINK 3L,2,16000,19000,Sales ,Uncategorised
67722,73478,8.00E+12,ALWAYS DREAMPADS,6,2475,3000,Sales ,Uncategorised
67724,73493,7.20E+12,BANTA AFRICAN COFFEE 250G,3,10000,12000,Sales ,Uncategorised
67725,73494,6.16E+12,GLUCOSE POWDER 50G,35,429,600,Sales ,Uncategorised
67726,73497,6.22E+12,CLOUDO CHOCOLATE,0,304,400,Sales ,Uncategorised
68727,74511,6.16E+11,GLIT MULT LIQUID SOAP 5L,4,8000,10000,sales,Uncategorised
68728,74520,6.13E+12,ESSENTIAL KISUBI TEA 115G,7,2500,3000,Sales ,Uncategorised
68729,74521,6.13E+12,ESSENTIAL KISUBI TEA 60G,6,1500,2000,Sales ,Uncategorised
68730,74522,6.16E+12,RIHAM CAKE BAR STRAWBERRY,13,792,1000,Sales ,Uncategorised
68731,74523,6.16E+12,RIHAM CAKE BAR CHOCOLATE,0,796,1000,Sales ,Uncategorised
68734,74531,7.45E+11,ELITE BALL PENS,54,230,500,Sales ,Uncategorised
68735,74532,6.94E+12,NATURE CHREN PENS,7,3500,4000,Sales ,Uncategorised
68736,74533,6.92E+12,ROLLER TIP LIQUID PENS,2,667,1000,Sales ,Uncategorised
68737,74535,6.60E+12,JUST FOR YOU HB PENCILS,9,1000,1500,Sales ,Uncategorised
68738,74536,6.54E+12,EXTENSIBLE PENCIL,9,1600,2000,Sales ,Uncategorised
68739,74541,69881132122,EXTRATOP SECURITY LOCKS 70MM,0,11000,15000,Sales ,Uncategorised
68740,74543,6.53E+11,MINDY WOLD CLASS SMALL GOLD PADLOCK,5,16000,23000,sales,Uncategorised
68741,74548,659874120,RWENZORI WATER 500ML SACKETS,4,10000,13000,Sales ,Uncategorised
68743,74580,6.00E+12,CARDBURY MILK CHOCOLATE 80G,5,5708,7000,Sales ,Uncategorised
68745,74598,1.48E+11,SAFA TOMATO PASTE 70G,0,917,1200,Sales ,Uncategorised
68746,74599,1.24E+12,NTALE SKIN CARE,14,1500,2000,Sales ,Uncategorised
68748,74601,8.69E+12,IBON SWEET,251,88,100,sales,Uncategorised
68749,74605,8.90E+12,NATARAJ SILVER PECIL,16,3500,4500,sales,Uncategorised
68750,74606,6.95E+12,COLORES NEW ELITE PENCILS,11,1333,2500,sales,Uncategorised
68751,74607,6.16E+12,JESA STRAWBERRY YGT TIN 500G,0,3100,3700,sales,Uncategorised
68752,74610,6.93E+12,HUNDRED PERCENT BOTTLE,2,6000,10000,sales,Uncategorised
68753,74612,6.92E+12,GIRLS UNDERWARE,5,6250,9000,sales,Uncategorised
68756,74619,63760098176,SNACK CORNER MANDAZI 5PCS,4,2500,3000,sales,Uncategorised
68757,74623,69547812032,LADIES BOB TUBE ,9,3750,4500,,Uncategorised
68758,74626,7.92E+11,RED 2 ROST MEDIUM COFFEE 250G,5,10500,13000,sales,Uncategorised
68759,74627,7.92E+11,RED 2 ROST DARK ROASTED COFFEE 250G,4,10500,13000,sales,Uncategorised
68760,74628,7.92E+11,RED 2 ROASTED MEDIUM DARK COFFE 250G,4,10500,13000,sales,Uncategorised
68761,74636,69874523,ICE WATER 500ML CARTON,4,4850,5500,sales,Uncategorised
68762,74640,6.92E+12,COLGATE HERBAL 140G,0,5833,7000,sales,Uncategorised
68763,74641,6.92E+12,COLGATE TOOTHPASTE 2-5,2,2917,3500,Sales ,Uncategorised
68764,74658,6.16E+12,GEISHA ALOE & HONEY 125G,3,2083,2500,Sales ,Uncategorised
68765,74659,6.16E+12,GEISHA SOAP ROSE & HONEY 125G,13,2083,2500,Sales ,Uncategorised
68766,74660,61614161,VASELINE MEN PETROLEUM JELLY 95ML,7,3735,4500,Sales ,Uncategorised
68767,74661,6.16E+12,VASELINE BLUESEAL BABY 240ML,2,7885,9000,sales,Uncategorised
68768,74662,6.16E+12,VASELINE BLUESEAL ORIGINAL 240ML,3,7885,9000,sales,Uncategorised
68769,74664,5L,DOVE LIQUID SOAP 5L,2,8000,10000,Sales ,Uncategorised
68770,74665,69587412030,DOVE BAR SOAP 1KG,14,5000,5700,sales,Uncategorised
69751,75611,6.13E+12,MS DATES 350G,7,3500,5000,sales,Uncategorised
69752,75614,6.16E+12,ESHANDY BANANA JUICE 500ML,15,2474,3000,Sales ,Uncategorised
69753,75615,12435000050,HERITAGE  HONEY 300G,1,7000,8200,Sales ,Uncategorised
69754,75616,12435000074,HERITAGE HONEY 500G,2,13000,15000,Sales ,Uncategorised
70751,76614,8.80E+12,DORCO TITAN RAZABLADE,10,500,1000,Sales ,Uncategorised
70752,76621,6.93E+12,ZEGO CUP 600ML,1,35000,42000,sales,Uncategorised
70755,76644,6.07E+12,HEROSE MABLE CAKE,3,2500,3000,Sales ,Uncategorised
70756,76645,6.16E+12,FRESH ADIX CONTAINER 3PCS,1,21000,33000,sales,Uncategorised
70757,76654,6.16E+12,KOOSKY ICE CREAM 120ml,39,800,1000,sales,Uncategorised
71751,78624,8.00E+12,PAMPERS JUMBO 5,1,23500,27000,sales,Uncategorised
71752,78625,4.02E+12,PAMPERS JUMBO 2 40PCS,0,23500,27000,sales,Uncategorised
71753,78626,8.00E+12,PAMPERS JUMBO 4 28PCS,2,23500,27000,sales,Uncategorised
71755,78638,6.22E+12,HELL CONVETINA CHOCOLATE ,0,1333,2000,Sales ,Uncategorised
71756,78639,6.62E+12,ONITA CHOCOLATE ,6,417,500,Sales ,Uncategorised
72751,78644,6.16E+12,SOFT CARE BABY DIAPER L 40PCS,2,17584,23000,sales,Uncategorised
72752,79608,8.70E+12,MONEY CHOCOLATE ,7,583,1000,sales,Uncategorised
72753,79614,6.01E+12,FRESH DIARYYOGHURT 250G,0,2200,2500,sales,Uncategorised
72755,79618,6.22E+12,CONVENTINA FIFTY CHOCOLATE,0,2167,3000,Sales ,Uncategorised
72756,79619,6.03E+12,ON THE GO  TOP CHOCILATE ,5,2500,3000,Sales ,Uncategorised
72757,79635,6.22E+12,AIR FRESHENER BLOOMING PEONY & CHERRY 300ML,1,5390,8500,sales,Uncategorised
72758,79638,6.16E+12,ROYCO CHICKEN 500G,6,10000,12000,sales,Uncategorised
72759,79639,6.16E+12,ROYCO BEEF 2KG,4,31667,36500,sales,Uncategorised
72760,79644,6.16E+12,DETTOL DISINFECTANT 125ML,3,5517,6500,Sales ,Uncategorised
72761,79649,5.40E+12,JONISA COCONUT BREAD 1KG,1,5000,5700,Sales ,Uncategorised
72762,0,72762,DISPOSABLE PLATES PCS,28,336,500,,Uncategorised
72763,79671,6.16E+12,RIHAMSTRAWBERRYBISCUITS85G,0,875,1000,Sales ,Uncategorised
72764,79672,6.16E+12,RIHAM COFFEE MALT 320ML,5,1083,1500,Sales ,Uncategorised
72766,79678,6.16E+12,RIHAM BUTTER COOKIES1KG,0,14000,16500,sales,Uncategorised
72767,79679,6.16E+12,RIHAM GINGER BISCUIT 1KG,2,14000,16500,sales,Uncategorised
72768,79683,8.69E+12,DURU SOAP CUCUMBER 160G,7,3300,4000,sales,Uncategorised
72769,79684,8.69E+12,DURU SOAP NATURAL OIL 720G,2,10417,12500,sales,Uncategorised
72770,79708,5.01E+12,WEETABIX ORIGINAL 450G,6,10667,13000,Sales ,Uncategorised
72771,79709,6.16E+12,WEETABIX VANILLA FLAVOUR 500G,0,13500,16000,sales,Uncategorised
72772,79713,6.01E+12,TOP UP CHILL SAUCE 260G,5,2583,3000,Sales ,Uncategorised
72773,79714,7.89E+12,NESCAFE CLASSIC 50G,0,7834,9500,sales,Uncategorised
72774,79720,6.16E+12,MUKWANO GOLD BLACK TEA 50G,0,2000,2500,sales,Uncategorised
72775,79724,6.29E+12,ROSE WATER 400ML,6,3333,4500,sales,Uncategorised
72776,79727,60052360,JOHNSON BABY JELLY ,5,4167,5000,sales,Uncategorised
72777,79734,8.72E+12,DOVE NOURISHING CARE 500ML,0,14167,16500,Sales ,Uncategorised
72778,79737,6532140,MACDO CHILLI SAUCE 100PC,186,80,150,sales,Uncategorised
72782,79746,6.00E+12,PROTEX HERBAL 150G,0,4583,5500,Sales ,Uncategorised
72785,0,72785,MAX BOOM SWEETS PCS,130,195,300,sales,Uncategorised
72786,0,72786,SUPER TING PCS,78,30,100,sales,Uncategorised
72788,79760,6.15E+12,WANDAZ HERBAL JELLY 500G,1,8000,11000,sales,Uncategorised
72789,79761,6.15E+12,WANDAZ PETROLEUM JELLY 500G,1,8000,11000,sales,Uncategorised
72790,79771,6.18E+12,TIMU TIMO BREAD 1KG,4,5000,5700,sales,Uncategorised
72791,79772,6.18E+12,TIMU TIMO BREAD SMALL,2,2500,2800,Sales ,Uncategorised
72792,79775,14141,BRAVO BREAD 1KG,1,4700,5500,Sales ,Uncategorised
72793,79776,151515,BRAVO BREAD SMALL,0,2400,2800,sales,Uncategorised
72795,79779,7.06E+11,REFRESH WATER,0,417,500,Sales ,Uncategorised
72796,79786,4.01E+12,NIVEA MEN DARK WOOD 50ML,3,6850,9000,sales,Uncategorised
72797,79787,6.16E+12,RIHAM WATER 600ML,12,542,1000,Sales ,Uncategorised
72800,79798,6.01E+12,FRESH DIARY LONG LIFE CARTON,0,18600,22000,sales,Uncategorised
72801,79811,6.16E+12,MORTEIN DOOM ODOURLESS 180ML,0,10167,13500,sales,Uncategorised
72802,79812,6.16E+12,MORTEIN DOOM LEMON 180ML,6,10500,13500,sales,Uncategorised
72803,79813,6.32E+12,LADIES SMALL WALLETS,5,11000,16000,Sales ,Uncategorised
72805,79817,5.90E+12,APTAMIL MILK 400G,0,36125,43000,sales,Uncategorised
72806,79833,6.16E+12,BABY JUNIOR PETROLEUM JELLY 100G,9,2250,2700,sales,Uncategorised
72807,79841,6.16E+12,MOVIT SOAP COCONUT 230G,0,3000,3500,Sales ,Uncategorised
72809,79846,6.16E+12,MOVIT SHEEN HAIR SPRAY 250ML,2,7917,9000,Sales ,Uncategorised
72810,79849,6.16E+12,MOVIT LEMON BODY CREAM 250G,4,3250,4000,Sales ,Uncategorised
72811,79850,6.16E+12,MOVIT NAIL POLISH REMOVER 60ML,8,1375,1700,sales,Uncategorised
72812,79851,6.16E+12,MOVIT COLDWAVE HAIR CREME 150G,4,3083,4500,sales,Uncategorised
72813,79852,6.16E+12,MOVIT BODY MILK CREAM 80G,12,833,2000,sales,Uncategorised
72814,79861,6.16E+12,MOVIT SHEEN HAIR SPRAY 100ML,5,4500,5000,Sales ,Uncategorised
72815,79862,6.16E+12,RADIANT SHEEN SPRAY 250ML,5,8000,10000,sales,Uncategorised
72816,79867,6.13E+12,MUKENE SNACKS 200G,8,4500,5500,Sales ,Uncategorised
72817,79870,6.16E+12,SOFTCARE PADS 8PCS,16,2000,3000,sales,Uncategorised
72819,79888,61640028125,LATO MILK VANILLA CARTON,1,19900,23000,Sales ,Uncategorised
72820,79890,4.78E+12,KABODY WHITE OATSWITH RICE ,2,4500,5500,Sales ,Uncategorised
72822,79895,4.54E+12,INTERNIC DISH WASHERS,2,2000,2500,Sales ,Uncategorised
72823,79896,1.75E+12,INTERNIC BATHING SPONGE,7,3000,3500,Sales ,Uncategorised
73816,80876,6.16E+12,BLUE BAND 1 KG,6,15417,18000,sales,Uncategorised
73817,80877,6.16E+12,BLUE BAND ORIGINAL 450G,10,8000,9500,sales,Uncategorised
74815,81865,6.22E+12,MAX PLAST KIDS BOTTLE,3,14000,16500,Sales ,Uncategorised
74816,81866,6.22E+12,MAX PLAST KIDS BOX,2,6000,7500,,Uncategorised
74818,81869,652497870,PLASTIC BOTTLE J23,3,7500,9000,sales,Uncategorised
74819,81870,63597120,PLASTIC BOTTLE J6-98,2,6000,8000,sales,Uncategorised
74821,81874,610012235,CLASSIC ENVELOPES  50PCS,1,8000,10000,Sales ,Uncategorised
74822,81875,6.95E+12,MARKERS 10PS,1,4500,8000,sales,Uncategorised
74823,81879,8.90E+12,FOGG DYNAMIC 125G,2,12083,18000,Sales ,Uncategorised
74824,81880,8.90E+12,FOGG BODY SPRAYABSOLUTE125G,1,12083,18000,Sales ,Uncategorised
74825,81881,6.97E+12,BABY COTTON SWABS,1,1000,1500,Sales ,Uncategorised
74826,81882,6982001299,ALUMINIUM FOIL 30CM,2,8833,12000,sales,Uncategorised
74827,81883,63214570880,COFFEE CUPS 24PCS,2,13000,16000,sales,Uncategorised
74833,81906,5.02E+12,DABUR HERBAL MINT150G,0,4833,6000,sales,Uncategorised
74834,81909,6.29E+12,NUTRO WAFERS CHOCO 165G,2,2292,3000,Sales ,Uncategorised
74835,81910,8.91E+12,FOGG SHORT 2,2,14500,18000,Sales ,Uncategorised
74836,81929,6.92E+12,CAR AIR FRESHENER LEMON 100G,11,4500,6000,sales,Uncategorised
74837,81930,6.97E+12,TOILET BLOCKS 4PCS,4,4000,5000,Sales ,Uncategorised
74838,81931,6.97E+12,TOILET BALLS 6PS,1,5500,6500,Sales ,Uncategorised
75815,81934,6.97E+12,CHILDREN TABLE WARE 4 IN 1,3,7500,9000,Sales ,Uncategorised
75816,81934,6.16E+12,GALAXY GABAGGE BAGS 20PCS,2,10000,13000,Sales ,Uncategorised
75817,82875,6.01E+12,SPORTSMAN CIGERATES,10,3400,4000,Sales ,Uncategorised
75818,82876,6.01E+12,DUNHILL CIGARETE,7,9000,11000,sales,Uncategorised
75819,82877,6.01E+12,REX DUNHILL CIGARETES,4,9000,11000,sales,Uncategorised
75820,82879,63210040,TUFFWARE WHITE BUCKETS 5L,1,3000,4500,sales,Uncategorised
75821,82880,65478100,TUFFWARE WHITE BUCKET 10L,4,4500,6500,,Uncategorised
75823,82893,4.45E+12,MOON PIE CRISPS 25G,17,400,500,Sales ,Uncategorised
75824,82894,4.46E+12,MOON PIE SIMSIM PANCAKES 50G,11,800,1000,Sales ,Uncategorised
75825,82895,4.45E+12,MOON PIE ROASTED G NUTS 300G,2,3800,4500,sales,Uncategorised
76815,82902,8.49E+12,POWER GLUE,1,708,1000,Sales ,Uncategorised
76818,83875,6.93E+12,TOCEBAL AAA BATTREY,11,333,500,Sales ,Uncategorised
76819,83876,6.99E+12,GRAIN HOOKS ,2,4000,5000,sales,Uncategorised
76820,83879,8.00E+12,SANTA LUCIA SEMOLINA 500G,0,3100,4000,sales,Uncategorised
76821,83880,7.89E+12,NESCAFE ORIGINAL EXTRAFORTE 100G,0,12083,14000,Sales ,Uncategorised
76822,83893,6.92E+12,PLASTIC CUPS ,2,4167,5000,Sales ,Uncategorised
76823,83924,6.20E+12,IVORI BUTTER MILK SWEET SACKTS,0,4000,5000,Sales ,Uncategorised
76824,83925,62030105500,IVORI BUTTER MILK PCS,0,67,100,Sales ,Uncategorised
76825,83926,6.16E+12,SOFTCARE BABY PANTS KAPARE,3,22500,26000,sales,Uncategorised
76826,83940,8.00E+12,PAMPERS HIGH COUNT 3 31PCS,3,23500,27000,sales,Uncategorised
76827,83943,7.06E+12,LUCID JUICE BLENDER ,3,140000,170000,sales,Uncategorised
76828,83944,6.00E+12,LOGIC STEAM FLAT IRON,3,81600,95000,sales,Uncategorised
76829,83945,6.97E+12,DR VOLT POWER PROTECTER ,5,25000,35000,sales,Uncategorised
76830,83949,8.69E+12,MEGA WAFFERS,0,1042,1500,Sales ,Uncategorised
76832,83962,6.16E+12,Nuvita Buscuit 38g,117,333,500,Sales ,Uncategorised
76833,83964,7.45E+11,INDOMIE BEEF CARTON,0,32000,38000,Sales ,Uncategorised
76834,83965,6.16E+12,NOMI 250G,12,2594,3000,Sales ,Uncategorised
76835,83986,6.16E+12,KAZIRE POWER TONIC 350ML,7,1667,2000,Sales ,Uncategorised
76836,83994,5.03E+12,HUGGIES 5 12-22KG,5,6725,8000,sales,Uncategorised
76837,83997,4.01E+12,NIVEA DEEP ESPRESSO DEO,3,6850,9000,sales,Uncategorised
76838,84001,6.16E+12,SUNLIGHT POWDER YELLOW,4,4523,5500,Sales ,Uncategorised
76839,84002,6.16E+12,SUNLIGHT LAVENDER 500G,4,4523,5500,Sales ,Uncategorised
76840,84003,61614192,VASELINE BABY 95ML,7,3735,4500,Sales ,Uncategorised
76841,84004,61614185,VASELINE ORIGINAL 95ML,4,3735,4500,Sales ,Uncategorised
76842,84005,61614208,VASELINE COC BUTTER 95ML,5,3735,4500,sales,Uncategorised
76843,84008,6598321450,BABY NET 5 IN 1,1,25000,35000,sales,Uncategorised
76844,84009,6.16E+12,PRIDE SIMBA WASHERS ,7,1500,2000,sales,Uncategorised
76845,84010,6521478210,BABY RECIVER,1,25000,30000,Sales ,Uncategorised
76846,84015,65982314,CUP AND SAUCE,12,4166,6000,sales,Uncategorised
77847,85027,6.01E+12,BROOKSIDE FULL CREAM UHT 250ML,8,1333,1500,sales,Uncategorised
77848,85028,6.24E+11,KRSHNA KETTLE,22,22083,28000,Sales ,Uncategorised
77849,85048,1.23E+11,WASHERS,6,1500,2000,Sales ,Uncategorised
77850,85062,6.16E+12,SUMZ PEANUR BUTTER 420G,3,6000,7500,Sales ,Uncategorised
77851,85071,6.16E+12,CUSSONS PROTECT CARE 100G,1,2372,3500,sales,Uncategorised
77852,85072,6.16E+12,CUSSONS NOURISHING SOAP 100G,2,2372,3500,sales,Uncategorised
77853,85074,6.01E+12,IMPERIAL SOAP JAPANESE SPA 175G,0,3083,3700,sales,Uncategorised
77854,85076,6.17E+12,SENSODYNE FRESH MINT,0,4600,5500,Sales ,Uncategorised
77855,85077,6.17E+12,SENSODYNE EXTRA FRESH 40ML,2,4600,5500,Sales ,Uncategorised
77856,85078,6.16E+12,ZESTA CUSTARD POWDER 250G,3,3333,5000,sales,Uncategorised
77859,85091,6.16E+12,GLASS CLEANER 500ML,4,5900,7000,Sales ,Uncategorised
77860,85099,8.69E+12,MORE UP SOAP PINK FLOWER ,6,8000,10000,sales,Uncategorised
77862,85105,65478938,ANNY HONEY 25ML,16,800,1500,sales,Uncategorised
77864,85116,6.16E+12,SILKE ONE BITE SERVIETS 110PCS,15,1840,2500,,Uncategorised
77865,85121,6.94E+12,ICE WATER 500ML,47,400,500,sales,Uncategorised
77866,85137,6.94E+12,HAIR COMB BRUSH,11,2000,2500,Sales ,Uncategorised
77867,85140,612345600,KIDS FRIENDS PUZZLE GAME,8,4167,5000,sales,Uncategorised
77868,85142,612358740,FASION PANF HOLDER,10,2000,2500,Sales ,Uncategorised
77869,85151,6958743144,CHINA SANDALS HEAVY,4,7000,9000,Sales ,Uncategorised
77870,85152,69854732,CHINA SANDALS LIGHT,3,5000,7000,sales,Uncategorised
78857,85167,2.10E+12,BRAVO MURFINS REGULAR CAKES,1,4500,5500,Sales ,Uncategorised
78858,86085,6.92E+12,WATER GLUE,10,1500,2000,Sales ,Uncategorised
78860,86089,6.94E+12,KOFA MATHEMATICA SETS,12,2417,3500,sales,Uncategorised
78863,86092,6.94E+12,STICK NOTE PADS SMALL,2,1250,1500,Sales ,Uncategorised
78866,86096,6.16E+12,JESSA STRAWBERRY YOGHURT 400G,0,2100,2400,Sales ,Uncategorised
78867,86097,6.16E+12,JESA VANILLA YOGHURT 400G,0,2100,2400,Sales ,Uncategorised
78870,86111,4.80E+12,REXONA DEODRANT 25ML,2,4500,5500,sales,Uncategorised
78871,86114,6.16E+12,GINGERBISCUITS200G,15,4417,5500,Sales ,Uncategorised
78872,86129,6.16E+12,FRUIT VILLE DRINK 500ML,10,2667,3000,Sales ,Uncategorised
78873,86130,6.16E+12,SAVANAH JUICE 2L,3,13333,16000,Sales ,Uncategorised
78875,0,78875,RIHAM MINTO SWTS LEMON PCS,16,58,100,sales,Uncategorised
78876,0,78876,CHOCO MINT PCS,60,70,100,sales,Uncategorised
79857,87093,6.01E+12,FRESH DIARY STRAWBERRY YOGHURT SUCKET200G,0,900,1100,Sales ,Uncategorised
79858,87110,6.22E+12,ASTROS CHOCOLATE,0,833,1000,Sales ,Uncategorised
79860,87119,6.00E+12,CADBURRY MINT CRISP,0,5708,7000,Sales ,Uncategorised
79861,87120,6.00E+12,CADBURRY WHOLE NUT 80G,0,5708,7000,Sales ,Uncategorised
79862,87121,6.00E+12,CADBURRY FRUIT & GNUT 80G,1,5708,7000,Sales ,Uncategorised
79863,87126,6.16E+12,SKIN DOCTOR PETROLEUM JELLY 120G,3,2250,3000,sales,Uncategorised
79864,87127,6.16E+12,SKIN DOCTOR HERBAL JELLY 60G,3,1333,2000,sales,Uncategorised
79865,87135,61640010115,MOUNTAIN DEW 330ML CARTON,0,10000,11500,Sales ,Uncategorised
79866,87146,8.00E+12,SANTA LUCIA SPAGHETTINI 450G,23,3750,4300,sales,Uncategorised
79867,87147,7.81E+12,GIFT BAGS LARGE,9,3333,4000,sales,Uncategorised
79868,87152,6.29E+12,HEINZ TOMATO KETCHUP,8,6709,8000,sales,Uncategorised
79869,87157,6.93E+12,WINE GLASS,8,3750,4500,Sales ,Uncategorised
79870,87159,6203100,LONG CUP ,6,3333,4000,Sales ,Uncategorised
79871,87160,6.93E+12,COLOUR GLASS,12,2916,3500,sales,Uncategorised
79872,87180,6.17E+12,LUCKY DRINK 500ML,1,875,1000,Sales ,Uncategorised
79873,87219,6.16E+12,RIHAMORANGEBISCUITS85G,0,875,1000,Sales ,Uncategorised
79874,87224,6.16E+12,SUPER POP SUCKETS ,0,3500,4500,sales,Uncategorised
79877,87227,6.16E+12,ONER GRAPES & BERRIES 300ML,13,1250,1500,Sales ,Uncategorised
79878,87228,6.16E+12,ONER MANGO 300ML,10,1250,1500,Sales ,Uncategorised
80857,87236,7.62E+12,CADBURY CHOCOLATE 37G,9,2917,3500,sales,Uncategorised
80858,88083,6.16E+12,KOOSKY YOGHURT TOFFE 500ML,0,2800,3700,Sales ,Uncategorised
80860,88110,6.16E+12,SOSOFT BABY 2.5L,1,23417,27000,Sales ,Uncategorised
80861,88121,658975210,LOCAL BATHING SPONGE SMALL,1,1000,1500,Sales ,Uncategorised
80862,88141,6.16E+12,NUVITA GO COOKIES BUTTER 100G,21,1528,2000,sales,Uncategorised
80864,88151,62132100,FAMILY STRAWBERRY 150ML,17,800,1000,Sales ,Uncategorised
80865,88157,6.97E+12,BIRTH DAY SNOW SPRAY,0,3333,4500,sales,Uncategorised
80866,88161,65152300,FAST SMALL CAR,1,583,1000,Sales ,Uncategorised
80867,88162,698741533,SPIDER MAN,2,5000,6000,Sales ,Uncategorised
80868,88163,623542100,SPIDER MAN CAR,1,10000,12000,Sales ,Uncategorised
80869,88164,6570044,SPORTS REMOTE CAR,1,10000,13000,sales,Uncategorised
80870,88165,62315505,MUSIC ELECTRONIC PIANO,1,4000,5000,Sales ,Uncategorised
80872,88169,61698000,BALLOON PUMP ,6,6000,7000,Sales ,Uncategorised
80873,88170,4.71E+12,CAMERA NEWSAFE BOTTLE 25OML,3,3833,5000,sales,Uncategorised
80874,88171,4.71E+12,CAMERA DECORATED BOTTLE 140ML,6,3833,4500,Sales ,Uncategorised
80875,88172,61698754132,ARMY BABY WATCH ,6,1667,2500,sales,Uncategorised
80876,88173,6.60E+11,WHITE TOWELS,10,2500,3000,Sales ,Uncategorised
80878,88177,6124783248,BEACH CAR SMALL,3,3500,5000,sales,Uncategorised
80879,88178,4454564,DOLLS SMALL SIZE,1,7000,10000,Sales ,Uncategorised
80880,88186,6.16E+12,FINE LOAF WHITE SWEET BREAD 1KG,3,4800,5500,Sales ,Uncategorised
80881,88189,8.24E+12,HARMONY POT WATER 1L,13,1500,2000,Sales ,Uncategorised
80882,88199,641623144,GIFT BAGS MEDIUM,12,1333,2000,,Uncategorised
80884,88206,6.01E+12,COCO NICE BISCUIT 1KG,0,13666,16500,sales,Uncategorised
80885,88207,6.01E+12,HIGH FIBRE DIGESTIVE BISCUIT 1KG,0,13667,16500,sales,Uncategorised
80886,88210,6.16E+12,GOLDEN DIGESTIVE CLASSIC 100G,0,1767,2300,sales,Uncategorised
80887,88211,6.16E+12,GOLDEN BUTTER COOKIES 200G,6,3042,4000,sales,Uncategorised
80888,88217,6.25E+11,ULS UPPER  LIQUID SOAP 1L,7,2000,3000,Sales ,Uncategorised
80889,88218,6252281159,ULS UPPER LIQUID SOAP 5L,0,8000,10000,Sales ,Uncategorised
80890,88223,6594783,MAMA PRIDE SQUARE CAKE ,5,1800,2000,Sales ,Uncategorised
81882,89206,87342512,DOVE INVISIBLE ROLLRONES,3,7500,9000,Sales ,Uncategorised
81883,89216,6.16E+12,MACDO 100PCS CARTON,3,10500,16000,Sales ,Uncategorised
81884,89217,6.97E+12,BABY MILK BOTTLE STARTER,0,11000,13000,Sales ,Uncategorised
81885,89218,6.97E+12,BABY MILK BOTTLE MEDIUM,2,10000,14000,Sales ,Uncategorised
81886,89219,6.97E+12,BABY  MILK BOTTLE  BIG,1,13000,16000,Sales ,Uncategorised
81887,89221,6.30E+12,SAPIL NANCY 200ML,1,8000,10000,Sales ,Uncategorised
81888,0,81888,RIHAM BON BONI PCS,70,50,100,sales,Uncategorised
81889,0,81889,RIHAM BUTTERMILK SWT PCS,28,57,100,sales,Uncategorised
81890,89233,6.13E+12,ESSENTIAL KISUBI TEA 300G,7,4500,5500,sales,Uncategorised
81891,89238,6.16E+12,TIP TOP ORDINARY,4,4800,5500,Sales ,Uncategorised
81893,89265,8.68E+12,SCARLET CHOCOLATE,0,2155,2500,Sales ,Uncategorised
81894,89267,6.16E+12,NATURAIY seviette 100pcs,29,2100,3000,sales,Uncategorised
81895,89271,6.16E+12,NUMA SOYA RICE 1KG,2,5000,6000,Sales ,Uncategorised
81896,89285,6.97E+12,RED COCK BASMART RICE 5KG,6,51250,59000,sales,Uncategorised
81899,0,81899,TOTAL GAS 6KG REFILL,4,51000,60000,sales,Uncategorised
81900,89307,6.16E+12,WHITE STAR BARSOAP1 KG,29,5600,6800,sales,Uncategorised
81901,89312,5.03E+12,HUGGIES WIPES,10,6600,8000,Sales ,Uncategorised
